44909,Swiping Down
44910,Pulling Hand In
44916,Turning Hand Counterclockwise
44917,Zooming In With Two Fingers
44920,Shaking Hand
44924,Zooming Out With Full Hand
44930,Zooming In With Two Fingers
44931,Zooming In With Two Fingers
44933,Doing other things
44938,Thumb Up
44940,Pulling Hand In
44942,Zooming In With Full Hand
44949,Rolling Hand Forward
44951,Pushing Hand Away
44953,Swiping Right
44954,No gesture
44959,Doing other things
44960,Shaking Hand
44963,Zooming Out With Full Hand
44964,Sliding Two Fingers Up
44971,Turning Hand Clockwise
44972,Shaking Hand
44973,Doing other things
44974,Shaking Hand
44978,No gesture
44981,Pushing Hand Away
44987,Shaking Hand
44990,Swiping Right
44993,Swiping Left
44994,Swiping Right
44999,Swiping Right
45001,Pushing Hand Away
45003,Zooming In With Full Hand
45015,Pushing Hand Away
45019,Swiping Down
45020,Swiping Down
45022,Doing other things
45023,Zooming In With Full Hand
45024,Sliding Two Fingers Right
45026,Zooming Out With Two Fingers
45027,Pulling Hand In
45031,Turning Hand Counterclockwise
45032,Drumming Fingers
45034,No gesture
45038,Swiping Up
45039,Zooming In With Two Fingers
45042,Pulling Two Fingers In
45044,Swiping Down
45048,Zooming In With Full Hand
45049,Rolling Hand Forward
45051,Doing other things
45055,Doing other things
45059,Zooming Out With Two Fingers
45060,Shaking Hand
45068,Pushing Hand Away
45071,No gesture
45073,Pulling Two Fingers In
45075,Pushing Two Fingers Away
45078,Sliding Two Fingers Left
45080,Pulling Hand In
45082,Turning Hand Clockwise
45086,Rolling Hand Forward
45088,Drumming Fingers
45093,Turning Hand Clockwise
45094,Turning Hand Counterclockwise
45097,Pushing Two Fingers Away
45098,Zooming In With Full Hand
45103,Shaking Hand
45106,Swiping Down
45107,Rolling Hand Forward
45108,Sliding Two Fingers Down
45110,Pushing Hand Away
45113,Zooming In With Full Hand
45117,No gesture
45118,Drumming Fingers
45120,Shaking Hand
45122,Doing other things
45125,Doing other things
45127,Doing other things
45128,Rolling Hand Forward
45129,Swiping Down
45130,Sliding Two Fingers Right
45133,Thumb Up
45136,Zooming In With Two Fingers
45137,Zooming In With Full Hand
45144,Doing other things
45147,Sliding Two Fingers Right
45149,Thumb Down
45155,Shaking Hand
45163,Thumb Down
45165,Sliding Two Fingers Right
45166,Shaking Hand
45177,Zooming In With Two Fingers
45178,Sliding Two Fingers Right
45182,Doing other things
45185,Swiping Left
45190,Sliding Two Fingers Right
45192,Swiping Up
45194,Swiping Left
45195,Drumming Fingers
45196,Pulling Two Fingers In
45197,Doing other things
45200,Thumb Down
45209,Rolling Hand Backward
45213,Doing other things
45214,Pushing Hand Away
45215,Pulling Two Fingers In
45218,Turning Hand Counterclockwise
45227,Sliding Two Fingers Up
45228,Pushing Hand Away
45231,Doing other things
45233,Rolling Hand Backward
45236,Swiping Left
45240,Pushing Two Fingers Away
45242,Swiping Down
45244,Zooming In With Two Fingers
45249,Sliding Two Fingers Left
45251,Swiping Up
45253,Pulling Two Fingers In
45254,Sliding Two Fingers Down
45260,Pulling Two Fingers In
45261,Swiping Down
45262,Doing other things
45266,Doing other things
45270,Turning Hand Clockwise
45278,Stop Sign
45279,Pushing Two Fingers Away
45280,Sliding Two Fingers Down
45287,Doing other things
45288,Doing other things
45293,Turning Hand Counterclockwise
45297,Doing other things
45302,Zooming Out With Full Hand
45304,Swiping Down
45307,Sliding Two Fingers Down
45310,Thumb Down
45312,Pushing Hand Away
45314,Turning Hand Counterclockwise
45316,Stop Sign
45317,Pushing Hand Away
45319,Rolling Hand Forward
45324,No gesture
45325,Turning Hand Clockwise
45328,Pulling Hand In
45329,Thumb Down
45330,Zooming In With Two Fingers
45332,Swiping Up
45333,Thumb Up
45334,Pulling Two Fingers In
45335,Doing other things
45337,Drumming Fingers
45339,Turning Hand Clockwise
45340,Sliding Two Fingers Up
45344,Pulling Two Fingers In
45345,Doing other things
45351,Sliding Two Fingers Left
45354,No gesture
45356,Sliding Two Fingers Right
45359,Thumb Up
45362,Sliding Two Fingers Left
45365,Rolling Hand Backward
45366,Sliding Two Fingers Down
45369,Zooming Out With Full Hand
45372,Drumming Fingers
45375,Zooming Out With Full Hand
45376,Sliding Two Fingers Left
45379,Sliding Two Fingers Up
45380,Zooming Out With Two Fingers
45381,Swiping Up
45383,Zooming Out With Full Hand
45384,Zooming Out With Two Fingers
45385,Turning Hand Clockwise
45387,Sliding Two Fingers Left
45388,Swiping Down
45389,Zooming In With Two Fingers
45392,Pushing Hand Away
45393,Pulling Two Fingers In
45394,Thumb Down
45399,Doing other things
45401,Pulling Two Fingers In
45403,Zooming In With Two Fingers
45406,Rolling Hand Backward
45408,Pulling Hand In
45414,Rolling Hand Backward
45424,Sliding Two Fingers Up
45425,Pushing Hand Away
45426,Sliding Two Fingers Left
45427,Zooming Out With Full Hand
45430,Pulling Hand In
45433,Doing other things
45437,Pulling Hand In
45440,Thumb Down
45450,Swiping Right
45453,Turning Hand Clockwise
45456,Stop Sign
45465,Doing other things
45467,Zooming Out With Two Fingers
45468,Doing other things
45470,Turning Hand Clockwise
45473,Drumming Fingers
45474,Sliding Two Fingers Right
45486,Doing other things
45487,Zooming Out With Full Hand
45490,Swiping Left
45493,Swiping Up
45494,Rolling Hand Backward
45496,Doing other things
45499,Pushing Two Fingers Away
45502,Turning Hand Counterclockwise
45506,Swiping Up
45507,Pulling Hand In
45510,Pulling Two Fingers In
45514,Swiping Up
45515,Sliding Two Fingers Left
45516,Swiping Down
45518,Pulling Two Fingers In
45523,Stop Sign
45524,Zooming In With Full Hand
45528,Rolling Hand Backward
45533,Swiping Left
45535,Zooming Out With Full Hand
45536,Doing other things
45537,Sliding Two Fingers Down
45542,Doing other things
45547,Pushing Hand Away
45552,Pulling Hand In
45554,Drumming Fingers
45562,Stop Sign
45563,Thumb Down
45564,Sliding Two Fingers Left
45570,No gesture
45571,Rolling Hand Forward
45575,Pulling Hand In
45578,Rolling Hand Backward
45579,Doing other things
45580,Thumb Down
45581,Drumming Fingers
45582,Doing other things
45596,Zooming In With Full Hand
45599,Swiping Right
45601,Shaking Hand
45604,Sliding Two Fingers Left
45607,Doing other things
45608,Stop Sign
45611,Pushing Two Fingers Away
45612,Thumb Up
45613,Doing other things
45616,Swiping Left
45620,Shaking Hand
45621,Zooming In With Two Fingers
45622,Thumb Down
45627,Turning Hand Clockwise
45629,Swiping Down
45634,Thumb Up
45641,Rolling Hand Backward
45643,Drumming Fingers
45644,Doing other things
45651,Swiping Right
45653,Pulling Hand In
45657,Turning Hand Counterclockwise
45663,Pulling Hand In
45668,Turning Hand Counterclockwise
45669,Turning Hand Clockwise
45670,Rolling Hand Backward
45673,Sliding Two Fingers Down
45674,Thumb Up
45675,Shaking Hand
45680,Doing other things
45681,Sliding Two Fingers Left
45684,Swiping Down
45689,Sliding Two Fingers Down
45693,Pulling Hand In
45694,Pulling Hand In
45695,Pulling Two Fingers In
45697,Swiping Down
45701,No gesture
45707,Thumb Up
45708,Swiping Right
45712,Stop Sign
45713,Doing other things
45717,Pulling Two Fingers In
45725,Swiping Right
45727,Zooming Out With Two Fingers
45730,Rolling Hand Forward
45732,Zooming In With Two Fingers
45733,Drumming Fingers
45736,Swiping Left
45741,Doing other things
45745,Zooming In With Two Fingers
45749,Sliding Two Fingers Left
45750,Swiping Right
45751,Zooming Out With Full Hand
45752,Shaking Hand
45760,Doing other things
45762,Pushing Two Fingers Away
45763,Sliding Two Fingers Left
45764,Thumb Down
45765,Drumming Fingers
45766,Thumb Down
45771,Pushing Two Fingers Away
45775,Sliding Two Fingers Down
45776,Pushing Two Fingers Away
45780,Doing other things
45784,No gesture
45786,Turning Hand Counterclockwise
45788,Sliding Two Fingers Right
45794,Stop Sign
45797,No gesture
45798,Zooming In With Full Hand
45799,Doing other things
45801,Pulling Two Fingers In
45806,Swiping Down
45808,Zooming In With Full Hand
45810,Swiping Left
45812,Rolling Hand Forward
45816,Rolling Hand Forward
45817,Swiping Up
45820,Zooming Out With Full Hand
45822,Thumb Down
45830,Zooming Out With Full Hand
45833,Thumb Up
45835,Doing other things
45837,No gesture
45838,Rolling Hand Forward
45839,Sliding Two Fingers Up
45847,Zooming Out With Two Fingers
45849,Pushing Two Fingers Away
45850,Thumb Down
45852,Rolling Hand Backward
45862,Thumb Down
45866,Pushing Two Fingers Away
45867,Pulling Two Fingers In
45868,Swiping Down
45871,No gesture
45872,Zooming In With Two Fingers
45878,Thumb Down
45879,Swiping Right
45885,Sliding Two Fingers Up
45889,Zooming In With Two Fingers
45891,Pushing Two Fingers Away
45892,Zooming In With Full Hand
45893,Zooming Out With Full Hand
45894,Doing other things
45899,Thumb Up
45901,Swiping Up
45902,Rolling Hand Backward
45906,Pulling Two Fingers In
45908,Sliding Two Fingers Left
45909,Zooming In With Full Hand
45910,Sliding Two Fingers Down
45912,Zooming Out With Two Fingers
45914,Drumming Fingers
45915,Zooming Out With Two Fingers
45918,Rolling Hand Forward
45927,Sliding Two Fingers Down
45932,No gesture
45939,Turning Hand Counterclockwise
45941,Drumming Fingers
45943,Swiping Down
45950,Sliding Two Fingers Up
45952,Doing other things
45955,Pushing Hand Away
45957,Zooming In With Two Fingers
45960,Zooming Out With Full Hand
45965,Swiping Up
45967,Swiping Left
45972,Pushing Hand Away
45975,Doing other things
45983,Turning Hand Clockwise
45985,Stop Sign
45989,Rolling Hand Backward
45991,Zooming Out With Full Hand
45993,Rolling Hand Forward
45996,Thumb Down
45998,Swiping Left
46001,Zooming In With Full Hand
46003,Doing other things
46012,Turning Hand Counterclockwise
46016,Shaking Hand
46021,Swiping Left
46023,Pushing Two Fingers Away
46024,No gesture
46027,Turning Hand Counterclockwise
46031,Zooming In With Full Hand
46036,No gesture
46046,Turning Hand Clockwise
46048,Zooming In With Full Hand
46049,Rolling Hand Forward
46052,Turning Hand Counterclockwise
46060,Pulling Hand In
46062,Sliding Two Fingers Down
46064,Stop Sign
46067,Doing other things
46069,Zooming Out With Two Fingers
46070,Zooming Out With Full Hand
46071,Rolling Hand Forward
46072,Swiping Down
46073,Sliding Two Fingers Up
46081,Rolling Hand Forward
46084,No gesture
46085,Drumming Fingers
46091,Pushing Two Fingers Away
46094,Sliding Two Fingers Right
46098,Doing other things
46099,Sliding Two Fingers Down
46104,Sliding Two Fingers Down
46106,Turning Hand Counterclockwise
46112,Sliding Two Fingers Left
46118,Stop Sign
46120,Pulling Two Fingers In
46121,Zooming In With Full Hand
46122,Pulling Two Fingers In
46126,Drumming Fingers
46129,Sliding Two Fingers Left
46136,Thumb Up
46137,Pushing Hand Away
46141,Zooming Out With Two Fingers
46144,Sliding Two Fingers Up
46145,Shaking Hand
46148,Doing other things
46150,Swiping Left
46153,Stop Sign
46166,Stop Sign
46172,Zooming In With Full Hand
46174,Stop Sign
46175,Doing other things
46176,Swiping Up
46178,Doing other things
46179,Turning Hand Counterclockwise
46180,Zooming Out With Full Hand
46185,Stop Sign
46186,Swiping Up
46188,Rolling Hand Forward
46189,Turning Hand Clockwise
46192,Turning Hand Clockwise
46194,Doing other things
46198,Swiping Left
46199,Swiping Left
46201,Drumming Fingers
46204,Swiping Up
46205,Pushing Two Fingers Away
46206,Zooming In With Full Hand
46208,Stop Sign
46214,Zooming In With Full Hand
46217,Zooming Out With Full Hand
46220,Zooming In With Two Fingers
46226,Stop Sign
46227,Doing other things
46232,Swiping Down
46234,Zooming Out With Full Hand
46236,Zooming Out With Full Hand
46237,No gesture
46244,Zooming Out With Two Fingers
46245,Zooming Out With Full Hand
46246,Pulling Two Fingers In
46250,Swiping Left
46252,Swiping Right
46259,Swiping Up
46261,Pushing Hand Away
46263,Rolling Hand Forward
46264,Pulling Hand In
46267,Sliding Two Fingers Right
46270,Pulling Hand In
46271,Pulling Hand In
46272,Zooming In With Two Fingers
46273,Doing other things
46274,Turning Hand Clockwise
46277,Swiping Down
46282,Shaking Hand
46284,Swiping Up
46285,Pulling Hand In
46286,Swiping Right
46292,Swiping Up
46298,No gesture
46300,Zooming In With Full Hand
46302,Sliding Two Fingers Right
46304,Swiping Right
46305,Doing other things
46308,Sliding Two Fingers Up
46311,Swiping Left
46313,Thumb Down
46314,Sliding Two Fingers Up
46315,Turning Hand Counterclockwise
46326,Doing other things
46329,No gesture
46333,Zooming Out With Full Hand
46334,Pulling Hand In
46340,Shaking Hand
46341,Rolling Hand Backward
46343,Doing other things
46344,No gesture
46347,Pulling Hand In
46349,Pulling Hand In
46353,Rolling Hand Backward
46355,Thumb Down
46356,Turning Hand Counterclockwise
46371,Swiping Left
46372,Drumming Fingers
46374,Stop Sign
46375,Pushing Two Fingers Away
46379,Zooming In With Full Hand
46381,No gesture
46382,Rolling Hand Forward
46383,Zooming In With Full Hand
46385,Swiping Up
46388,Turning Hand Clockwise
46390,Rolling Hand Backward
46392,Zooming Out With Full Hand
46393,Sliding Two Fingers Up
46398,Thumb Down
46399,Drumming Fingers
46402,Swiping Up
46403,Doing other things
46404,Swiping Right
46407,Rolling Hand Backward
46408,Zooming Out With Full Hand
46409,Rolling Hand Backward
46412,Zooming In With Two Fingers
46415,Sliding Two Fingers Down
46423,Zooming In With Full Hand
46425,Sliding Two Fingers Down
46432,Doing other things
46440,Doing other things
46441,Pulling Hand In
46446,Swiping Left
46448,Turning Hand Counterclockwise
46449,Swiping Left
46450,Stop Sign
46452,Turning Hand Clockwise
46453,Doing other things
46458,Swiping Left
46459,Doing other things
46463,Swiping Up
46464,Doing other things
46465,Thumb Down
46468,Thumb Up
46469,Zooming In With Full Hand
46471,Doing other things
46473,Rolling Hand Forward
46474,Shaking Hand
46483,Swiping Left
46484,Rolling Hand Backward
46485,Drumming Fingers
46486,Drumming Fingers
46489,No gesture
46491,Sliding Two Fingers Up
46494,Turning Hand Clockwise
46503,Doing other things
46506,Zooming Out With Two Fingers
46507,Stop Sign
46510,Zooming In With Two Fingers
46511,Pushing Two Fingers Away
46513,Zooming Out With Two Fingers
46515,Sliding Two Fingers Down
46517,Turning Hand Counterclockwise
46518,Drumming Fingers
46525,Swiping Down
46527,Swiping Right
46531,Shaking Hand
46532,Pulling Two Fingers In
46541,Sliding Two Fingers Left
46542,Zooming Out With Two Fingers
46543,Turning Hand Clockwise
46552,Rolling Hand Backward
46557,Doing other things
46559,Pulling Hand In
46568,Pulling Two Fingers In
46572,Sliding Two Fingers Down
46575,Pushing Two Fingers Away
46578,Drumming Fingers
46583,Pushing Hand Away
46587,Stop Sign
46590,Doing other things
46591,Swiping Left
46592,Zooming Out With Two Fingers
46593,Shaking Hand
46595,Shaking Hand
46597,Doing other things
46602,Stop Sign
46603,Turning Hand Counterclockwise
46604,Zooming Out With Full Hand
46605,Sliding Two Fingers Up
46607,Zooming Out With Full Hand
46616,Zooming In With Two Fingers
46626,Zooming Out With Full Hand
46627,Pulling Hand In
46633,Sliding Two Fingers Left
46637,Swiping Up
46638,Zooming In With Two Fingers
46641,Zooming In With Full Hand
46642,Pushing Two Fingers Away
46647,Zooming In With Full Hand
46648,Thumb Down
46651,Thumb Up
46658,No gesture
46660,Zooming In With Full Hand
46666,Rolling Hand Backward
46676,Thumb Up
46678,Swiping Left
46679,Zooming In With Two Fingers
46681,Turning Hand Clockwise
46684,Thumb Down
46687,Shaking Hand
46688,Swiping Right
46690,Sliding Two Fingers Down
46692,Sliding Two Fingers Down
46694,Zooming Out With Two Fingers
46699,Turning Hand Clockwise
46700,Shaking Hand
46701,Drumming Fingers
46705,Zooming Out With Two Fingers
46707,Doing other things
46708,Zooming Out With Two Fingers
46711,Doing other things
46712,Pulling Hand In
46716,Thumb Down
46717,Pulling Two Fingers In
46720,Sliding Two Fingers Right
46721,Zooming Out With Full Hand
46724,Swiping Right
46725,Doing other things
46726,Zooming Out With Two Fingers
46727,Turning Hand Clockwise
46733,Swiping Right
46737,Zooming Out With Full Hand
46738,Thumb Up
46748,Zooming In With Full Hand
46750,Swiping Down
46751,Pushing Hand Away
46754,Sliding Two Fingers Left
46755,Sliding Two Fingers Right
46757,Sliding Two Fingers Left
46758,Sliding Two Fingers Left
46759,Rolling Hand Forward
46762,Swiping Left
46764,Zooming In With Full Hand
46766,Doing other things
46769,Zooming Out With Two Fingers
46770,Thumb Up
46771,Swiping Down
46775,Pushing Hand Away
46778,Zooming Out With Two Fingers
46780,Sliding Two Fingers Left
46781,Sliding Two Fingers Up
46789,Rolling Hand Backward
46792,Turning Hand Clockwise
46793,Doing other things
46795,Doing other things
46796,Turning Hand Clockwise
46799,Swiping Down
46801,Swiping Left
46803,Turning Hand Counterclockwise
46804,Zooming Out With Two Fingers
46805,Zooming Out With Full Hand
46808,Zooming In With Full Hand
46809,Swiping Left
46810,Thumb Down
46817,No gesture
46819,Pulling Hand In
46822,Pushing Two Fingers Away
46826,Shaking Hand
46829,Pushing Two Fingers Away
46830,Pulling Hand In
46831,Stop Sign
46834,Zooming Out With Full Hand
46835,Rolling Hand Forward
46836,Swiping Down
46837,Pulling Hand In
46839,Turning Hand Counterclockwise
46840,Swiping Down
46842,Pushing Hand Away
46845,No gesture
46853,Thumb Down
46855,Thumb Up
46856,Shaking Hand
46857,Doing other things
46859,Rolling Hand Backward
46866,Doing other things
46867,Zooming Out With Full Hand
46868,Turning Hand Clockwise
46871,Zooming Out With Full Hand
46875,Rolling Hand Forward
46876,Pushing Two Fingers Away
46881,Sliding Two Fingers Left
46883,Turning Hand Counterclockwise
46884,Doing other things
46892,Turning Hand Counterclockwise
46894,Thumb Up
46895,Pulling Two Fingers In
46896,Zooming In With Two Fingers
46903,Turning Hand Counterclockwise
46906,Sliding Two Fingers Up
46913,Zooming In With Two Fingers
46915,No gesture
46918,Sliding Two Fingers Left
46920,Pulling Two Fingers In
46923,Turning Hand Clockwise
46925,Zooming In With Full Hand
46928,Thumb Up
46934,Turning Hand Counterclockwise
46936,Pulling Two Fingers In
46940,Drumming Fingers
46944,Zooming Out With Full Hand
46947,Turning Hand Clockwise
46949,No gesture
46952,Zooming Out With Full Hand
46960,Pushing Two Fingers Away
46961,Zooming In With Full Hand
46963,Pushing Two Fingers Away
46965,Zooming Out With Full Hand
46966,No gesture
46969,Shaking Hand
46970,Pulling Two Fingers In
46971,Zooming Out With Full Hand
46972,Shaking Hand
46973,Thumb Up
46975,Zooming Out With Full Hand
46978,Swiping Right
46987,Stop Sign
46989,Sliding Two Fingers Left
46994,Zooming Out With Full Hand
46997,Zooming Out With Full Hand
46998,Rolling Hand Forward
47001,Swiping Down
47005,Sliding Two Fingers Right
47007,Drumming Fingers
47008,Zooming Out With Full Hand
47009,Swiping Down
47012,Pulling Two Fingers In
47013,Pushing Hand Away
47015,Swiping Left
47025,Drumming Fingers
47031,Sliding Two Fingers Up
47032,Zooming In With Full Hand
47033,Doing other things
47035,Swiping Right
47040,Thumb Up
47044,Rolling Hand Forward
47046,Zooming Out With Full Hand
47047,Thumb Down
47053,Thumb Up
47059,Sliding Two Fingers Up
47069,Sliding Two Fingers Down
47079,Sliding Two Fingers Right
47084,Rolling Hand Backward
47088,Sliding Two Fingers Up
47089,Sliding Two Fingers Down
47090,Pushing Hand Away
47093,No gesture
47094,Swiping Right
47096,Sliding Two Fingers Down
47098,Sliding Two Fingers Right
47099,Turning Hand Counterclockwise
47104,Turning Hand Counterclockwise
47106,Thumb Up
47108,Rolling Hand Forward
47109,Doing other things
47114,Thumb Up
47117,Swiping Down
47120,Sliding Two Fingers Up
47123,Zooming In With Full Hand
47124,Doing other things
47126,Zooming Out With Two Fingers
47127,Doing other things
47131,Shaking Hand
47132,Swiping Right
47134,Zooming In With Full Hand
47140,Doing other things
47153,Sliding Two Fingers Right
47155,Swiping Right
47157,Thumb Up
47161,Swiping Up
47162,Shaking Hand
47166,Zooming In With Full Hand
47168,Zooming Out With Full Hand
47169,Pulling Two Fingers In
47171,Turning Hand Counterclockwise
47172,Zooming Out With Full Hand
47175,Swiping Down
47176,Rolling Hand Forward
47178,Rolling Hand Forward
47182,Sliding Two Fingers Left
47184,Doing other things
47185,Swiping Up
47194,Turning Hand Clockwise
47198,No gesture
47200,Zooming Out With Two Fingers
47201,Pulling Hand In
47203,Swiping Up
47205,Zooming In With Full Hand
47208,Rolling Hand Forward
47213,Stop Sign
47215,Pulling Hand In
47217,Doing other things
47218,Zooming Out With Two Fingers
47219,Zooming In With Two Fingers
47220,Zooming Out With Full Hand
47224,Sliding Two Fingers Up
47225,Sliding Two Fingers Up
47230,Pushing Hand Away
47233,Turning Hand Counterclockwise
47235,Sliding Two Fingers Right
47236,Swiping Up
47242,Zooming Out With Two Fingers
47255,Pulling Two Fingers In
47257,Thumb Up
47260,Zooming Out With Full Hand
47261,Rolling Hand Forward
47265,Pushing Hand Away
47266,Zooming In With Two Fingers
47268,Stop Sign
47274,Zooming In With Full Hand
47276,Zooming In With Full Hand
47279,Zooming Out With Full Hand
47288,Sliding Two Fingers Down
47291,Zooming Out With Two Fingers
47292,Swiping Down
47293,Pushing Hand Away
47295,Doing other things
47297,Shaking Hand
47300,Turning Hand Clockwise
47305,Doing other things
47306,Thumb Down
47307,Drumming Fingers
47311,Drumming Fingers
47312,Pushing Two Fingers Away
47316,Pushing Two Fingers Away
47318,Zooming In With Two Fingers
47321,Zooming Out With Full Hand
47329,Pulling Hand In
47330,Zooming Out With Full Hand
47334,Pushing Two Fingers Away
47335,Zooming In With Full Hand
47336,Rolling Hand Backward
47337,Stop Sign
47338,Pushing Hand Away
47342,Pulling Hand In
47343,Doing other things
47347,Rolling Hand Forward
47354,Zooming Out With Full Hand
47357,Swiping Down
47364,Shaking Hand
47366,Pushing Two Fingers Away
47368,Rolling Hand Forward
47372,Pulling Two Fingers In
47375,Swiping Left
47376,Pulling Hand In
47378,Zooming In With Two Fingers
47380,Sliding Two Fingers Left
47381,Doing other things
47391,Zooming In With Two Fingers
47392,Stop Sign
47395,Pulling Hand In
47396,Thumb Down
47400,Shaking Hand
47404,Stop Sign
47407,Sliding Two Fingers Down
47409,Shaking Hand
47415,Turning Hand Clockwise
47416,Pulling Hand In
47418,Rolling Hand Backward
47422,Pushing Hand Away
47429,Swiping Up
47434,Stop Sign
47436,Swiping Up
47438,Swiping Up
47441,Sliding Two Fingers Right
47443,No gesture
47444,No gesture
47446,Sliding Two Fingers Right
47450,Zooming In With Full Hand
47452,Stop Sign
47456,Sliding Two Fingers Down
47466,Turning Hand Clockwise
47468,Swiping Right
47471,Zooming In With Two Fingers
47474,Zooming Out With Two Fingers
47476,Rolling Hand Backward
47478,Zooming Out With Two Fingers
47480,Rolling Hand Forward
47481,Swiping Down
47482,Zooming In With Two Fingers
47488,Zooming Out With Two Fingers
47490,Rolling Hand Backward
47493,Sliding Two Fingers Up
47494,Swiping Left
47497,Stop Sign
47502,Pushing Two Fingers Away
47508,Sliding Two Fingers Down
47511,Pushing Two Fingers Away
47520,Shaking Hand
47525,Sliding Two Fingers Up
47529,Shaking Hand
47533,Pulling Two Fingers In
47538,Sliding Two Fingers Up
47541,Rolling Hand Forward
47544,Swiping Down
47550,Shaking Hand
47553,Zooming Out With Two Fingers
47561,Pushing Hand Away
47562,Swiping Up
47567,Sliding Two Fingers Down
47568,Sliding Two Fingers Down
47569,Pulling Hand In
47574,Sliding Two Fingers Up
47576,Swiping Left
47578,Swiping Left
47586,Doing other things
47588,Zooming Out With Two Fingers
47591,Swiping Left
47592,Sliding Two Fingers Up
47593,Pushing Hand Away
47596,Zooming Out With Full Hand
47599,Sliding Two Fingers Right
47601,Sliding Two Fingers Up
47602,Thumb Up
47603,Doing other things
47604,Zooming In With Two Fingers
47609,Sliding Two Fingers Down
47610,Swiping Up
47613,Zooming In With Full Hand
47614,Swiping Left
47615,Swiping Up
47616,Stop Sign
47617,Drumming Fingers
47619,Rolling Hand Backward
47620,Rolling Hand Forward
47623,Pulling Hand In
47624,Sliding Two Fingers Up
47625,Swiping Down
47629,Rolling Hand Forward
47630,No gesture
47633,Pulling Two Fingers In
47634,Pulling Hand In
47636,Rolling Hand Forward
47638,Shaking Hand
47639,Zooming In With Full Hand
47641,Swiping Left
47642,Turning Hand Counterclockwise
47644,Thumb Up
47652,Sliding Two Fingers Down
47653,Zooming Out With Full Hand
47654,Sliding Two Fingers Right
47657,Rolling Hand Backward
47661,Sliding Two Fingers Left
47663,Sliding Two Fingers Down
47666,Sliding Two Fingers Down
47668,Sliding Two Fingers Left
47670,Pushing Two Fingers Away
47673,Zooming In With Two Fingers
47679,Thumb Up
47680,Zooming In With Two Fingers
47681,Zooming In With Full Hand
47682,Pulling Hand In
47686,Pushing Two Fingers Away
47687,Doing other things
47694,Zooming Out With Full Hand
47695,Pushing Two Fingers Away
47697,Turning Hand Clockwise
47699,Stop Sign
47700,Zooming In With Two Fingers
47704,Rolling Hand Forward
47709,Turning Hand Counterclockwise
47710,Swiping Left
47711,Pushing Hand Away
47714,Zooming In With Full Hand
47715,Thumb Up
47721,Pushing Hand Away
47724,Turning Hand Counterclockwise
47725,Swiping Down
47726,Rolling Hand Forward
47729,Stop Sign
47730,Pulling Two Fingers In
47737,Swiping Right
47738,Stop Sign
47744,Doing other things
47751,Swiping Right
47759,Doing other things
47760,No gesture
47761,Turning Hand Clockwise
47762,Swiping Up
47766,Doing other things
47767,No gesture
47771,Rolling Hand Backward
47772,Swiping Down
47774,Swiping Right
47778,Thumb Up
47779,Drumming Fingers
47781,Swiping Left
47783,Thumb Down
47790,Pushing Hand Away
47791,Thumb Up
47794,Stop Sign
47796,Sliding Two Fingers Right
47802,Sliding Two Fingers Left
47803,Stop Sign
47807,Pulling Two Fingers In
47811,Stop Sign
47812,Pushing Hand Away
47813,Turning Hand Counterclockwise
47815,Pulling Two Fingers In
47816,Pushing Hand Away
47817,Sliding Two Fingers Left
47821,Rolling Hand Forward
47822,Turning Hand Counterclockwise
47824,Sliding Two Fingers Down
47826,Pushing Two Fingers Away
47833,Rolling Hand Backward
47836,Sliding Two Fingers Up
47843,Rolling Hand Forward
47846,Rolling Hand Backward
47847,Thumb Up
47851,Pulling Two Fingers In
47859,Pulling Hand In
47865,Shaking Hand
47866,Doing other things
47867,Sliding Two Fingers Up
47868,Pushing Hand Away
47883,Swiping Up
47885,Drumming Fingers
47886,Zooming In With Full Hand
47887,Zooming In With Two Fingers
47890,Zooming Out With Full Hand
47894,Turning Hand Counterclockwise
47900,Zooming In With Full Hand
47901,Rolling Hand Forward
47902,Rolling Hand Forward
47905,Thumb Down
47906,Zooming Out With Full Hand
47907,No gesture
47915,Sliding Two Fingers Down
47921,Thumb Down
47922,Sliding Two Fingers Right
47927,Swiping Down
47928,Swiping Right
47930,Sliding Two Fingers Up
47933,Pulling Hand In
47934,Stop Sign
47936,Rolling Hand Backward
47939,Rolling Hand Backward
47941,Zooming In With Two Fingers
47943,Thumb Up
47944,Pushing Two Fingers Away
47945,Swiping Down
47947,Swiping Down
47953,Pulling Hand In
47958,Pulling Hand In
47962,Sliding Two Fingers Up
47963,Sliding Two Fingers Up
47966,Pulling Hand In
47971,Doing other things
47973,Doing other things
47978,Thumb Up
47980,Sliding Two Fingers Up
47982,Pushing Hand Away
47985,Doing other things
47990,Pulling Two Fingers In
47991,Pulling Hand In
47994,Sliding Two Fingers Up
48002,Sliding Two Fingers Left
48005,Zooming Out With Two Fingers
48007,Zooming In With Full Hand
48008,Turning Hand Clockwise
48009,Sliding Two Fingers Right
48012,Zooming In With Full Hand
48014,Thumb Down
48016,Pushing Two Fingers Away
48021,Zooming Out With Full Hand
48022,Rolling Hand Backward
48023,Rolling Hand Backward
48025,Zooming In With Full Hand
48030,Rolling Hand Forward
48031,Turning Hand Counterclockwise
48032,Swiping Right
48034,Thumb Up
48041,Sliding Two Fingers Down
48042,Pulling Hand In
48043,Swiping Up
48046,Swiping Down
48047,Stop Sign
48048,Zooming In With Two Fingers
48049,Swiping Right
48050,Doing other things
